age,sex,race,sibs,paeduc,maeduc,family16,fund16,incom16,relig16,mawrkgrw,othlang,born,parborn,granborn,zodiac,degree
69,1,1,3,12,12,1,2,2,2,1,2,1,0,0,2,0
59,0,2,5,12,12,5,1,2,1,2,2,1,0,0,12,0
35,1,1,6,12,12,5,2,2,2,1,1,1,0,2,4,0
37,1,1,0,11,12,1,1,2,1,1,2,1,0,0,9,0
51,0,1,4,15,14,1,1,3,1,1,2,1,0,2,4,0
85,1,3,8,12,8,5,2,3,2,2,1,1,8,4,6,0
49,0,1,1,16,16,1,2,1,2,1,2,1,0,0,6,1
68,0,1,2,12,18,1,2,3,2,1,2,1,0,0,12,1
70,0,1,2,12,12,1,3,5,4,2,2,1,0,0,7,0
74,1,1,5,12,12,5,2,1,1,2,2,1,0,2,2,0
68,0,1,3,8,8,1,2,3,2,1,2,1,0,0,4,0
46,0,1,5,16,12,1,2,5,2,2,2,1,0,0,1,1
51,0,1,5,12,14,5,2,2,1,1,2,1,0,1,4,0
66,1,1,1,12,12,1,1,1,1,2,2,1,0,0,11,0
43,1,1,0,12,12,5,3,3,4,2,2,1,0,0,2,0
74,0,1,5,12,12,1,3,3,1,1,2,1,0,2,11,0
74,1,1,2,12,16,1,2,3,2,1,2,1,0,0,8,1
85,1,1,1,12,12,1,2,2,2,2,2,1,0,3,1,0
49,1,1,5,12,12,1,1,3,1,2,2,1,0,0,1,1
46,0,1,2,12,3,1,3,4,10,2,1,1,2,2,12,0
37,0,1,2,16,12,1,2,4,2,1,2,1,0,0,12,1
41,0,1,1,12,11,1,2,2,1,1,2,1,0,0,6,0
22,1,1,2,14,12,1,1,3,1,1,2,1,0,0,12,0
43,0,1,2,20,12,8,2,4,2,2,1,2,8,4,5,1
73,0,1,3,14,16,1,1,3,1,2,2,1,0,1,7,1
34,0,1,2,12,16,1,1,1,1,1,2,1,0,0,1,1
87,1,1,6,12,12,1,1,3,1,1,2,1,0,0,10,0
32,0,1,1,16,13,1,2,4,1,2,1,1,0,0,6,1
31,0,1,5,9,9,1,2,2,2,1,2,2,8,4,12,0
33,1,1,8,12,12,4,3,1,4,1,2,1,0,0,11,0
69,1,1,0,12,12,1,1,2,1,2,2,1,0,0,11,0
77,1,1,2,16,16,1,1,3,1,1,2,1,0,0,9,0
52,1,1,5,12,12,5,1,3,1,1,2,1,0,0,8,0
37,1,1,7,12,12,4,1,2,1,1,1,1,0,0,4,0
52,1,1,2,12,12,5,2,2,2,1,2,1,0,0,12,0
38,0,3,1,12,12,1,1,4,1,1,2,2,0,0,3,1
55,1,3,2,12,17,3,1,2,1,2,1,1,0,0,4,0
75,0,1,3,8,12,1,1,3,1,1,2,1,0,0,5,0
50,0,1,6,12,12,7,2,2,2,1,1,1,0,0,7,0
25,0,1,8,11,12,1,3,3,4,1,2,1,0,0,5,0
28,1,1,3,14,12,1,3,2,4,2,1,1,0,0,3,0
76,1,1,3,14,12,1,1,3,1,1,2,1,0,1,8,1
52,1,1,4,13,14,1,1,2,1,1,2,1,0,0,3,1
22,1,1,2,13,16,1,1,3,1,1,2,1,0,0,5,0
57,1,1,1,8,12,1,2,2,1,1,2,1,0,0,9,0
84,0,1,9,12,3,5,1,3,1,2,2,1,0,0,7,0
63,0,1,2,10,10,1,1,3,1,1,2,1,0,0,3,0
58,0,2,7,12,20,5,2,2,1,1,2,1,0,0,11,1
43,0,1,2,7,8,1,1,3,1,1,2,1,0,0,11,0
25,0,1,7,12,13,3,2,1,1,1,1,1,0,0,9,0
39,1,1,2,12,12,5,1,3,1,1,2,1,0,0,9,0
31,0,1,6,12,12,4,2,4,2,1,2,1,0,0,4,0
39,0,1,6,16,15,1,1,2,1,1,2,1,0,0,3,0
34,0,2,7,14,12,1,1,3,1,1,1,1,0,0,12,0
27,1,1,4,12,13,5,1,3,1,1,1,1,0,0,6,0
35,1,1,1,12,16,1,2,4,2,1,2,1,0,0,8,0
24,0,1,3,9,11,1,3,3,4,1,2,1,0,0,5,0
48,1,1,5,12,13,5,1,3,1,1,2,1,0,0,10,1
21,1,1,3,16,16,1,2,4,2,1,2,1,0,0,4,0
30,1,1,1,16,16,1,3,4,1,1,2,1,0,0,6,0
36,1,3,1,20,20,1,2,3,1,1,1,2,8,4,9,0
52,1,1,2,13,16,2,3,2,4,1,1,1,0,0,11,0
36,1,1,1,15,12,1,2,4,2,2,1,2,8,4,10,1
80,0,1,2,12,5,1,1,3,1,2,2,1,0,1,8,1
27,0,1,1,16,16,1,3,4,4,2,2,1,0,0,5,1
24,0,1,4,12,16,5,1,2,1,1,2,1,0,0,3,1
44,0,1,2,12,14,1,2,3,2,1,2,1,0,1,1,0
89,1,1,2,6,10,1,2,3,2,1,2,1,0,3,2,0
22,1,2,2,12,12,1,2,3,1,1,2,1,0,0,1,0
48,1,3,5,12,12,1,3,2,1,1,1,2,8,4,11,0
33,0,1,5,9,7,3,2,3,2,1,1,2,8,4,10,0
59,0,3,17,0,0,1,2,2,2,2,1,2,8,4,12,0
43,1,3,5,12,14,5,2,2,2,1,2,1,0,0,6,0
32,0,3,3,1,0,1,2,1,1,2,1,2,8,4,1,0
62,0,1,1,12,12,4,3,4,1,1,1,1,1,4,5,0
53,0,1,8,12,18,1,3,3,4,2,2,1,0,2,2,0
59,0,1,1,12,12,4,2,3,2,1,2,1,0,0,4,0
47,1,1,7,10,10,1,2,1,1,2,1,2,8,4,4,0
64,1,1,8,12,5,1,2,2,2,1,1,2,8,4,6,0
22,1,1,3,12,12,7,3,3,4,1,2,1,0,0,5,0
37,0,1,1,18,18,1,2,5,2,1,1,1,0,1,3,1
31,0,1,1,16,16,1,2,4,2,1,2,1,0,0,5,1
72,0,1,1,12,14,3,1,3,1,1,2,1,0,0,8,0
32,0,1,0,13,16,1,2,4,7,2,1,1,0,0,11,1
69,1,1,1,12,18,1,3,3,4,1,2,1,0,2,4,1
32,0,1,0,12,12,1,2,2,2,1,1,1,0,0,11,1
32,1,1,1,14,14,1,2,3,2,1,1,1,0,0,3,1
60,0,1,3,8,14,1,2,3,2,1,2,1,0,0,12,0
70,1,1,1,4,2,1,2,3,2,2,1,2,8,4,2,0
41,0,3,4,12,12,0,2,3,2,1,1,1,3,4,9,0
35,0,1,2,12,16,5,1,3,1,1,2,1,0,0,1,0
77,0,1,1,14,16,1,2,3,2,2,2,1,0,0,2,0
57,1,1,5,12,12,0,2,2,2,1,2,1,0,1,5,0
26,1,1,2,13,12,1,3,3,1,1,2,1,0,0,1,0
56,1,1,7,12,12,0,2,3,1,1,2,1,0,0,6,0
24,1,1,2,14,14,3,3,3,4,1,2,1,0,0,2,1
56,0,2,6,12,11,5,1,2,1,1,2,1,0,0,8,0
39,0,3,3,4,4,1,1,2,1,2,1,2,8,4,10,0
30,0,1,3,20,20,1,3,4,1,1,1,1,0,0,7,1
26,0,1,2,14,18,1,3,4,1,1,2,1,3,0,9,1
31,0,1,16,12,12,0,3,2,4,1,2,1,0,0,1,0
36,0,1,2,12,10,1,3,2,4,2,2,1,0,2,10,1
69,1,1,5,12,7,1,2,1,2,2,1,1,0,4,2,0
39,0,1,2,17,16,1,2,3,2,1,1,2,8,4,10,1
53,1,1,4,9,12,1,1,1,1,1,2,1,0,0,5,0
55,1,1,2,14,12,4,2,1,2,1,2,1,0,0,9,0
50,0,1,5,12,12,1,2,3,2,2,2,1,0,0,12,0
31,1,1,1,18,16,1,3,4,3,1,2,1,0,4,11,1
70,0,1,4,12,12,1,2,3,2,2,2,1,0,4,1,1
68,0,1,4,16,16,1,3,3,1,2,1,1,0,0,7,0
73,1,1,1,12,12,1,3,3,4,2,2,1,0,4,2,0
60,0,1,6,16,14,0,2,3,2,2,2,1,0,0,8,1
30,1,1,3,12,12,3,3,3,4,1,2,1,0,0,2,0
60,0,1,0,12,12,1,2,4,2,2,1,1,0,1,4,0
61,1,1,9,8,12,1,2,2,2,1,2,1,0,0,7,0
69,0,1,2,12,12,1,3,2,1,2,2,1,2,4,7,0
41,1,1,4,12,12,5,3,2,4,2,2,1,0,0,11,0
64,1,1,3,12,19,5,2,2,2,1,1,1,0,0,11,0
63,0,1,6,9,9,1,2,2,2,2,2,1,0,0,10,0
22,1,2,1,12,13,7,3,3,4,1,1,1,0,0,11,0
33,0,1,9,12,0,5,2,3,9,2,1,1,8,4,3,0
56,1,1,2,12,8,1,2,4,2,2,2,1,0,0,4,1
30,0,1,1,12,12,5,2,3,2,1,2,1,0,2,10,0
89,0,1,2,12,11,5,2,2,1,1,2,1,0,0,4,0
61,0,1,1,12,9,1,2,4,1,1,2,1,0,0,10,1
55,1,1,1,14,12,1,2,3,1,1,2,1,2,2,3,0
67,0,1,2,20,18,1,2,4,2,1,1,1,0,3,1,1
61,0,1,1,6,8,8,1,2,1,1,2,1,0,0,4,0
69,1,1,3,14,12,1,2,3,2,2,2,1,0,2,2,0
30,1,2,6,12,19,3,2,4,1,1,1,1,4,0,7,1
70,1,1,2,14,12,1,2,4,2,1,2,1,0,0,5,0
41,1,2,6,12,12,1,2,3,2,1,1,2,8,4,7,0
67,0,2,8,10,10,1,3,3,4,2,2,1,0,0,6,0
62,1,1,3,12,7,7,1,2,1,1,2,1,0,0,7,0
36,0,2,3,16,15,1,2,4,9,1,1,1,8,4,4,0
51,0,1,1,14,12,1,3,3,1,1,2,1,0,0,11,0
65,0,1,1,12,12,1,3,1,1,1,2,1,0,0,3,1
63,1,2,8,12,12,5,1,1,1,1,2,1,0,1,12,0
23,1,1,4,14,12,1,2,3,1,1,1,1,0,1,5,1
89,0,1,4,12,12,1,2,3,1,2,2,1,0,0,9,0
47,0,1,2,16,13,3,2,2,1,1,2,1,0,0,1,0
75,0,1,3,8,12,1,2,3,1,2,2,1,0,0,11,0
24,1,1,2,12,14,1,3,4,1,1,2,1,0,0,12,0
42,1,1,3,12,14,1,3,3,4,1,1,1,0,0,2,0
29,0,1,1,12,13,5,1,3,1,1,2,1,1,2,5,0
26,0,1,1,12,12,5,1,3,1,1,2,1,0,0,3,0
89,0,2,7,12,12,5,1,2,1,2,2,1,0,0,9,0
76,0,1,7,6,6,1,2,2,1,2,2,1,0,0,7,0
36,0,1,0,12,12,1,2,3,2,2,2,1,0,0,3,0
77,0,1,3,12,12,1,3,3,1,1,2,1,0,0,10,0
32,1,1,3,14,12,3,3,3,4,1,1,1,0,0,12,0
72,1,1,1,12,12,1,3,3,1,2,2,1,0,0,8,0
39,0,1,1,12,17,1,3,2,10,1,1,2,8,4,10,1
71,0,1,7,9,10,1,1,3,1,2,2,1,0,0,9,0
31,1,1,6,20,9,0,1,2,1,2,1,2,0,2,10,1
69,1,1,2,18,12,1,1,4,1,1,2,1,0,0,10,1
35,1,3,11,0,0,1,1,1,1,2,1,2,8,4,1,0
80,1,1,1,8,8,1,3,4,1,1,2,1,0,0,8,1
49,1,1,2,16,16,1,2,3,1,1,2,1,0,0,10,1
42,1,1,1,12,12,1,3,3,1,2,2,1,0,0,4,0
36,0,3,14,0,1,1,2,1,2,1,1,2,8,4,12,0
71,1,1,6,12,12,7,3,2,1,1,2,1,0,0,4,0
64,1,1,3,8,12,8,3,1,4,2,2,1,0,0,7,0
57,1,1,1,6,12,1,2,3,1,2,2,1,0,0,12,0
24,0,1,1,11,12,1,3,3,4,2,2,1,0,0,2,0
47,0,1,0,12,12,1,2,3,2,2,2,1,0,2,10,0
23,1,1,1,13,12,1,3,3,4,1,2,1,0,0,1,0
46,1,1,0,10,12,8,3,2,1,2,2,1,0,0,10,0
57,1,1,5,12,12,1,2,3,11,1,2,1,0,0,12,0
50,0,1,2,15,12,4,2,3,2,1,2,1,0,0,2,1
34,0,1,2,12,13,5,1,2,1,1,1,1,0,0,7,0
49,0,1,4,16,14,1,1,3,1,1,2,1,0,0,12,0
30,0,3,6,12,12,5,2,1,2,1,1,1,0,0,5,0
29,1,1,3,12,14,5,3,3,4,1,2,1,0,0,7,0
61,0,1,6,12,12,1,1,2,1,1,2,1,0,0,12,0
29,0,3,1,15,17,0,2,1,7,1,1,2,8,4,9,1
21,1,1,1,12,12,1,3,4,4,2,2,1,0,0,7,0
24,1,1,3,12,16,1,3,3,4,1,2,1,0,0,7,0
34,0,1,0,12,12,8,1,2,1,2,2,1,0,0,5,1
25,0,1,1,12,16,5,3,2,4,1,1,1,0,0,1,0
21,1,1,2,16,16,1,2,4,2,1,1,1,0,0,10,0
22,1,1,2,16,19,1,2,4,2,1,2,1,0,0,4,0
38,1,1,4,12,12,1,1,2,1,2,2,1,0,0,1,0
70,1,1,4,12,12,1,1,3,1,1,2,1,0,0,5,0
33,0,1,3,12,14,1,1,1,1,1,1,1,0,1,9,0
75,0,1,4,12,12,5,2,1,1,1,2,1,0,0,2,0
56,1,1,1,16,12,6,3,3,1,1,2,1,0,0,3,0
68,1,1,2,16,14,1,2,3,1,1,2,1,0,0,1,1
39,0,1,2,12,12,5,3,2,1,1,2,1,0,0,4,0
54,0,1,3,14,12,1,3,3,1,2,2,1,0,0,4,0
60,1,1,5,6,5,1,3,1,4,2,2,1,0,0,9,0
60,1,1,3,8,12,1,1,4,1,1,2,1,0,0,4,0
36,1,1,2,14,16,1,1,4,1,1,2,1,0,0,12,1
31,0,1,0,10,12,1,1,2,1,1,2,1,0,0,6,0
41,0,2,5,12,12,7,2,2,1,1,2,1,0,0,3,1
29,0,1,2,12,13,1,3,3,4,1,1,1,0,0,9,0
38,0,1,1,12,12,1,2,3,2,1,2,1,0,0,6,1
42,0,1,1,12,12,5,1,2,1,1,2,1,0,0,2,0
69,0,1,1,12,12,1,1,3,1,2,2,1,0,0,6,0
29,0,2,0,12,16,1,1,3,1,1,2,1,0,0,12,1
33,1,3,7,3,5,1,2,3,2,1,2,2,8,4,3,0
27,1,1,0,12,12,5,2,2,11,1,2,1,0,0,7,0
42,1,1,0,10,14,1,3,3,1,2,1,1,0,2,8,0
57,1,1,3,12,18,1,2,4,2,1,1,1,0,1,12,1
41,0,1,4,18,20,1,3,4,1,1,2,1,0,0,10,1
70,0,1,3,17,12,1,1,3,1,1,2,1,0,0,9,1
31,1,1,2,12,14,5,2,2,2,1,2,1,0,0,5,0
68,0,1,3,8,9,1,1,2,1,2,2,1,0,0,5,0
38,0,1,1,16,12,1,1,2,1,2,2,1,0,0,2,1
57,1,1,1,16,12,1,3,3,1,1,2,1,0,0,5,0
38,1,1,3,12,12,3,2,2,1,1,2,1,0,0,7,0
30,0,1,2,14,14,1,1,4,1,1,2,1,0,0,6,1
68,1,1,4,5,12,1,3,3,1,1,2,1,0,0,9,0
75,0,1,7,12,12,5,1,2,1,2,2,1,0,0,11,0
82,1,1,10,12,7,1,1,3,1,2,2,1,0,0,3,0
71,1,1,7,12,12,4,1,4,1,1,2,1,0,0,1,0
44,1,1,9,10,12,4,1,3,1,1,2,1,0,0,7,0
82,0,1,3,12,13,1,1,2,1,1,2,1,0,0,4,0
69,0,3,2,12,12,1,3,3,4,2,1,2,8,4,5,0
40,1,2,3,12,12,5,1,3,1,1,2,1,0,0,9,1
61,0,2,4,12,12,1,1,1,1,2,2,1,0,0,7,0
70,1,1,1,12,12,0,1,3,1,1,2,1,3,0,3,0
57,0,1,2,14,15,1,2,4,5,2,2,1,0,2,12,0
37,0,1,3,18,9,1,2,2,2,1,1,1,0,0,12,1
64,1,2,5,12,12,1,1,2,1,1,1,1,0,0,10,1
74,0,2,2,7,8,1,1,2,1,1,2,1,0,0,4,1
71,0,2,0,12,12,7,2,2,1,2,2,1,0,0,2,0
22,1,1,1,12,16,5,1,3,1,1,2,1,0,0,5,0
26,0,1,1,6,10,8,1,5,1,1,1,1,0,0,8,0
52,0,1,3,8,12,4,1,3,1,1,2,1,0,0,9,0
84,0,2,6,3,2,1,1,2,1,2,2,1,0,0,11,0
22,1,3,6,12,12,5,1,3,1,1,2,1,0,0,11,0
28,1,2,3,12,13,5,1,3,1,1,2,1,0,0,6,0
60,0,1,2,12,12,1,3,2,1,1,2,1,0,0,11,0
31,0,2,7,14,11,1,1,1,1,1,1,1,0,0,6,0
45,1,2,2,12,12,4,1,3,1,1,2,1,0,0,3,0
49,1,2,2,12,12,1,1,1,1,1,2,1,0,0,8,0
32,0,1,4,12,7,5,2,3,1,1,2,1,0,0,4,0
43,0,2,9,12,14,5,3,1,4,1,2,1,0,0,1,0
45,0,2,12,12,12,7,2,4,1,1,2,1,0,0,8,0
65,1,1,6,12,12,3,2,3,2,1,2,1,0,0,7,0
32,0,1,3,12,16,1,1,3,1,1,2,1,0,0,11,0
23,0,1,2,12,12,1,2,2,1,1,2,1,0,0,1,0
52,1,1,0,12,12,1,1,3,1,1,2,1,0,0,12,1
58,0,1,2,12,12,1,1,3,1,2,2,1,0,0,7,1
21,0,1,5,12,12,7,3,3,4,1,2,1,0,3,6,0
77,0,1,0,8,12,1,1,3,1,1,2,1,0,1,12,1
86,1,1,5,4,5,2,1,1,1,2,2,1,0,0,4,0
52,0,1,4,8,12,1,2,2,2,1,2,1,0,0,6,0
66,1,1,0,9,12,1,1,3,1,1,2,1,0,0,2,1
72,0,1,1,8,6,1,1,3,1,1,2,1,0,0,5,0
47,0,1,1,12,14,5,1,2,1,1,2,1,0,0,7,0
58,1,1,1,11,10,1,1,4,1,1,2,1,0,0,8,1
35,0,2,5,12,9,5,2,1,2,1,2,2,8,4,7,1
50,0,2,12,16,16,0,2,2,1,1,1,1,0,2,5,0
84,0,1,1,18,7,1,1,3,1,2,2,1,0,0,2,1
22,1,2,2,12,16,5,2,2,1,1,2,1,0,0,9,0
29,0,2,4,16,16,3,1,4,1,1,1,1,0,0,7,1
26,1,2,8,12,12,5,2,2,1,2,2,1,0,0,9,0
24,0,1,1,12,12,1,3,3,4,1,2,1,0,0,8,1
38,1,1,2,12,14,1,1,4,1,1,2,1,0,0,10,0
31,1,1,3,12,18,5,1,4,1,1,1,1,0,0,4,1
31,0,1,7,12,15,5,1,3,1,1,1,1,0,0,7,1
30,0,2,3,12,20,5,3,4,4,1,1,1,0,0,6,1
46,1,1,1,18,16,1,3,4,1,1,2,1,0,0,4,1
49,1,2,2,12,12,1,1,3,1,1,2,1,0,0,6,1
29,1,1,1,12,12,8,3,3,4,1,2,1,0,1,8,0
45,0,1,5,12,9,3,2,2,2,1,2,1,0,2,3,0
67,1,2,1,12,6,5,1,1,1,1,1,1,0,0,5,0
34,0,1,2,12,8,3,1,2,1,1,2,1,1,1,11,0
82,1,2,11,12,0,7,1,1,1,2,2,1,0,0,4,0
44,1,3,6,16,12,1,2,2,2,1,2,2,2,4,4,0
48,0,1,3,16,12,1,3,3,4,1,2,1,0,0,8,1
24,0,1,3,12,12,3,1,2,1,1,2,1,0,0,4,0
56,1,1,8,16,12,1,1,3,1,2,2,2,0,0,5,0
65,1,1,6,12,12,1,2,3,1,1,2,1,0,0,4,0
48,0,2,8,12,9,5,1,1,1,1,2,1,0,0,5,0
27,0,2,2,12,16,5,1,3,1,1,1,1,0,0,4,0
55,0,2,2,18,16,1,1,4,1,1,2,1,0,0,6,1
25,1,1,1,16,13,0,3,4,1,1,1,1,0,0,9,0
55,0,2,6,12,10,5,2,4,1,1,2,1,0,0,8,0
71,0,1,1,12,12,1,2,3,1,1,2,1,0,0,5,0
26,1,1,5,12,12,0,2,3,1,1,2,1,0,0,12,0
59,0,1,1,12,12,1,1,3,1,2,2,1,0,0,5,0
56,0,1,5,20,13,1,2,3,2,2,2,1,0,4,10,0
58,0,1,4,8,12,1,2,5,2,2,1,1,0,0,10,1
27,0,2,6,12,13,5,2,3,1,1,2,1,0,0,7,0
69,0,2,1,12,9,1,1,2,1,1,1,1,0,0,12,0
30,0,1,2,16,16,1,3,3,1,1,2,1,0,0,9,0
71,0,1,1,12,7,5,2,1,1,1,1,1,0,2,5,1
53,0,2,3,12,12,1,2,1,2,2,1,2,8,4,4,0
34,0,2,1,16,12,4,1,4,1,1,2,1,0,0,8,0
37,0,1,1,16,9,0,1,1,1,1,2,1,0,0,4,0
29,0,2,7,12,12,8,1,3,1,1,2,1,0,0,5,0
63,0,1,2,12,12,1,3,3,1,1,2,2,8,4,5,0
32,0,2,7,12,12,5,1,2,1,1,2,1,0,0,7,0
33,1,2,1,14,14,1,2,3,2,1,1,1,0,0,8,1
79,0,2,9,12,12,3,1,1,1,1,2,2,0,0,3,0
22,1,2,3,12,12,6,3,3,4,1,2,1,0,0,12,0
24,0,1,1,12,12,1,2,3,2,1,1,1,0,0,12,0
31,0,1,0,16,16,1,3,4,1,1,1,1,0,0,11,1
43,0,1,1,16,12,1,2,3,2,1,1,1,0,0,4,1
56,0,1,2,16,16,1,2,3,1,1,2,1,0,0,11,1
54,1,1,1,12,14,3,3,5,1,2,2,1,0,0,7,0
47,1,1,2,14,12,1,3,3,1,1,2,2,2,2,5,0
72,0,1,3,12,12,1,2,3,2,1,2,1,0,4,8,1
60,1,1,4,16,14,1,2,3,2,1,2,1,0,2,4,1
34,1,1,3,12,10,5,3,2,4,1,2,1,0,0,9,1
38,1,1,1,12,16,1,3,4,3,1,1,1,0,0,2,1
58,0,1,0,12,16,5,3,3,1,1,2,1,0,0,1,1
67,0,1,0,16,16,1,2,4,2,2,2,1,0,0,3,1
39,0,3,11,12,5,7,1,1,1,1,1,1,1,4,5,0
75,0,1,1,12,12,5,2,2,2,1,2,1,0,0,11,0
65,0,1,10,10,11,1,3,1,4,1,2,1,0,0,11,0
56,1,1,1,12,12,5,2,3,1,1,2,1,0,0,2,0
35,0,3,2,12,15,5,1,1,1,1,2,1,0,0,12,0
57,0,2,13,12,16,5,2,3,1,1,1,1,1,3,12,1
63,1,2,2,12,12,1,2,3,2,1,2,2,8,4,5,0
29,1,1,3,12,12,5,2,3,2,1,1,1,8,4,7,0
66,0,1,4,12,12,1,2,4,2,1,2,1,0,1,1,0
58,0,1,4,12,6,5,2,1,1,1,2,1,0,0,2,0
77,0,1,1,7,6,1,2,1,2,2,2,1,0,3,2,1
38,1,3,6,0,6,1,2,1,2,2,1,2,8,4,10,0
34,0,1,7,12,12,5,1,2,1,1,1,1,0,3,9,0
27,0,2,3,12,12,7,2,1,1,1,2,1,0,0,8,0
46,0,1,6,0,0,1,2,2,2,1,1,2,8,4,5,0
45,0,1,3,12,12,7,2,2,2,1,2,1,0,0,11,0
23,0,1,3,12,6,5,2,2,2,1,1,1,8,4,10,0
25,0,2,7,12,16,5,1,3,1,1,2,1,0,0,7,0
23,0,3,1,10,12,1,2,4,2,1,2,1,8,4,10,0
57,1,1,2,12,10,5,2,2,2,1,2,1,0,0,9,0
58,0,1,3,16,12,1,2,4,2,2,2,1,0,0,3,0
50,0,1,2,12,12,6,2,4,2,1,2,1,0,0,1,0
70,1,2,8,12,12,1,1,1,1,1,2,1,0,0,11,0
58,0,1,2,12,14,1,3,3,4,1,2,1,0,0,5,0
68,0,1,10,12,0,8,2,2,2,2,1,1,1,0,1,0
25,0,1,6,12,12,2,2,3,5,1,2,1,0,0,3,0
68,0,1,6,9,5,1,1,2,1,2,1,1,0,0,5,0
54,0,1,6,12,11,1,1,3,1,2,2,2,0,0,6,0
30,0,1,5,16,12,4,2,2,1,1,2,1,0,2,6,0
64,0,1,0,12,12,1,1,3,1,1,2,1,0,0,8,0
58,1,1,2,6,12,1,1,3,1,1,2,1,0,0,1,0
69,0,2,10,12,12,3,1,2,1,2,2,1,0,0,5,0
56,0,1,4,16,12,1,1,3,1,1,2,1,0,0,8,0
69,0,1,2,12,16,0,1,4,1,1,2,1,0,2,2,0
46,1,1,3,5,12,1,1,2,1,2,2,1,0,0,5,0
34,1,1,9,12,12,3,3,2,4,2,2,1,0,0,3,0
67,0,1,3,7,14,1,1,3,1,1,2,1,0,0,2,0
40,0,1,1,12,10,0,1,3,1,1,2,1,0,0,7,0
44,0,1,2,12,12,3,1,2,1,1,2,1,0,0,9,0
32,0,2,6,12,14,5,1,2,1,1,2,1,0,0,9,0
33,1,2,3,9,12,1,1,5,1,1,2,1,0,0,5,0
35,1,3,6,0,8,1,2,3,2,2,1,2,8,4,12,0
70,0,3,8,11,12,1,1,3,1,1,1,1,0,0,4,0
59,1,2,0,12,12,7,2,1,1,1,2,1,0,0,2,0
32,0,2,4,16,12,1,3,3,4,1,2,1,0,2,11,0
53,1,2,6,10,12,3,1,1,1,1,1,2,8,4,8,0
39,0,2,2,12,12,1,2,4,1,1,2,1,0,0,12,0
43,0,2,6,12,15,5,2,2,2,1,1,1,0,0,6,1
26,1,2,3,12,16,5,3,3,4,1,2,1,0,0,6,0
64,1,3,4,10,3,1,1,2,1,2,1,1,0,0,5,1
62,0,1,2,12,9,1,1,2,1,1,2,1,0,0,10,0
72,1,1,2,6,10,3,1,3,1,1,2,1,0,0,9,1
58,0,1,3,12,12,1,1,3,1,2,2,1,0,0,10,0
22,0,1,5,11,13,1,1,1,1,1,2,1,0,0,10,0
60,1,3,7,6,6,1,3,2,1,1,2,1,0,0,9,0
42,1,1,1,13,12,1,1,3,1,1,2,1,0,0,5,0
62,1,1,3,5,12,1,2,3,1,2,1,1,2,3,8,1
39,0,1,1,11,9,1,1,3,1,1,2,1,0,0,8,0
24,0,1,7,12,14,3,1,2,1,1,2,1,0,0,6,0
38,0,2,7,10,11,1,1,1,1,2,2,1,0,0,5,0
39,0,1,1,12,10,1,1,3,1,1,2,1,0,0,6,0
32,0,1,1,12,16,1,2,3,1,1,2,1,0,0,2,1
85,1,1,9,0,0,0,2,5,1,1,2,1,0,0,2,1
88,1,1,4,3,7,1,1,3,1,2,2,1,0,0,1,0
44,0,1,1,16,14,3,2,3,1,1,2,1,0,1,7,1
32,0,2,5,16,16,1,1,3,1,1,1,1,0,0,10,0
60,0,2,3,11,12,3,1,3,1,1,2,1,0,0,4,1
72,0,2,3,12,15,1,1,3,1,1,2,1,0,1,5,1
