age,sex,race,sibs,paeduc,maeduc,family16,fund16,incom16,relig16,mawrkgrw,othlang,born,parborn,granborn,zodiac,degree
61,0,1,3,12,14,1,1,3,1,1,2,1,0,0,9,1
27,0,2,1,12,12,3,1,3,1,1,2,1,0,0,5,0
42,1,2,1,11,12,1,2,2,1,1,2,1,0,0,3,0
51,1,2,2,12,11,5,1,2,1,1,2,1,0,0,6,1
38,1,1,3,15,12,1,1,2,1,2,2,1,0,0,5,0
44,0,1,6,12,11,3,1,4,1,1,2,1,0,0,2,0
37,1,2,8,12,12,5,1,2,1,1,1,1,0,0,6,1
73,0,2,10,12,9,5,1,2,1,1,2,1,0,0,5,0
21,1,2,3,12,18,1,1,2,1,1,2,1,0,0,5,0
60,1,3,9,12,12,5,2,2,1,1,2,1,0,0,5,0
70,0,2,7,12,9,7,1,1,1,1,2,1,0,0,12,0
70,0,2,10,0,0,1,1,2,1,1,2,1,0,0,5,1
89,1,2,1,12,16,1,1,1,1,1,2,1,0,0,6,0
35,0,2,6,11,11,1,1,2,1,1,2,1,0,0,4,0
51,0,2,3,3,12,1,1,4,1,1,2,1,0,0,10,0
37,0,1,2,12,12,1,2,3,1,2,2,1,0,0,6,0
71,1,1,0,12,9,1,1,2,1,2,2,1,0,0,9,0
35,1,1,4,7,7,1,1,1,1,2,2,1,0,0,5,0
78,1,1,2,5,12,1,3,3,1,1,2,1,0,0,8,0
32,1,1,1,12,12,5,1,4,1,1,2,1,0,0,11,0
62,1,1,8,16,12,1,2,4,2,2,2,1,0,0,7,0
41,0,2,1,14,12,4,2,4,1,1,1,1,0,0,8,1
36,0,1,1,16,16,1,3,3,1,1,1,1,0,0,7,0
36,0,2,11,12,20,7,1,3,1,1,2,1,0,0,5,0
85,1,1,6,8,12,1,1,2,1,2,2,1,0,0,4,0
71,1,2,5,12,5,5,1,2,1,1,2,1,0,0,10,1
30,1,1,2,12,16,1,2,3,1,1,2,1,0,0,8,1
81,0,1,7,12,8,1,3,3,1,1,2,1,0,0,8,0
88,1,3,10,11,0,1,2,3,7,2,1,2,8,4,12,0
76,0,1,3,12,12,1,2,3,2,1,2,1,0,1,9,1
59,0,1,3,16,13,1,3,4,1,1,2,1,0,0,5,1
88,0,1,3,6,6,1,3,1,1,2,2,1,0,0,11,0
64,0,1,3,12,6,1,1,3,1,1,2,1,0,0,12,0
75,0,1,1,15,16,0,1,3,1,1,1,1,0,0,7,0
55,0,1,4,0,12,6,1,3,1,1,2,1,0,0,3,0
55,0,1,4,4,5,1,2,2,1,2,2,1,0,0,5,0
61,1,3,5,20,12,1,2,2,12,1,1,1,0,0,11,1
38,1,1,2,8,12,1,1,1,1,1,1,1,0,0,7,0
50,0,2,2,13,14,1,2,3,2,1,1,1,0,0,4,1
54,0,2,5,12,12,1,1,3,1,1,2,1,0,0,8,1
80,0,1,5,12,12,1,2,5,2,1,1,2,8,4,1,0
33,0,2,1,12,14,1,3,3,4,1,2,1,0,0,12,1
25,1,1,1,14,16,3,2,4,2,1,2,1,1,2,10,0
22,1,3,1,11,14,1,3,3,4,1,1,1,8,4,9,0
38,0,1,7,10,14,1,1,5,1,1,2,1,0,0,7,0
25,1,1,5,12,12,4,3,3,4,1,2,1,0,0,6,0
63,1,1,3,9,12,1,3,1,4,1,1,2,8,4,7,0
22,1,1,1,16,13,1,2,3,2,1,2,1,0,0,1,0
40,0,3,4,16,16,1,2,3,6,2,1,2,8,4,7,0
69,0,1,1,11,8,1,2,2,2,1,2,1,0,0,2,0
54,1,1,2,12,12,1,1,2,1,1,1,1,0,0,4,0
34,1,1,6,12,12,5,2,2,1,1,2,1,0,0,1,0
59,0,1,7,18,14,1,2,4,2,2,2,1,0,0,9,1
59,1,1,7,12,20,5,1,3,1,1,2,1,0,0,8,1
44,0,1,10,12,12,5,2,2,2,1,2,1,0,0,3,1
34,1,1,1,13,18,1,2,4,2,1,2,1,0,0,11,1
35,0,1,3,19,20,1,2,5,2,1,1,1,0,1,10,1
42,0,1,3,20,14,1,2,5,2,1,2,1,0,0,12,1
86,1,1,6,8,8,1,2,3,2,2,2,1,0,1,10,0
32,0,1,8,13,16,1,1,3,1,1,1,1,0,0,8,0
61,0,1,2,10,11,1,3,2,1,1,2,1,0,0,4,0
39,1,1,8,9,12,1,2,3,1,1,2,1,0,0,6,0
71,0,1,6,12,12,1,2,3,2,2,2,1,0,1,12,0
49,0,1,9,12,6,5,3,1,4,2,2,1,0,0,5,0
23,1,1,2,14,12,1,2,3,1,1,2,1,0,0,1,0
56,0,1,11,12,12,1,1,2,1,2,2,1,1,2,2,0
47,1,1,4,12,12,3,1,3,1,1,2,1,0,0,1,0
89,0,1,3,12,12,5,1,3,1,1,2,1,0,0,10,0
66,0,1,1,12,16,1,3,4,1,1,2,1,0,0,12,0
54,0,1,2,11,8,1,2,3,2,2,2,1,0,1,7,1
33,1,1,1,15,12,1,3,3,4,1,2,1,0,0,10,1
53,0,1,3,12,12,7,3,3,1,1,2,1,0,0,9,0
76,1,1,3,12,9,1,1,3,1,1,2,1,0,0,8,0
86,0,1,2,8,10,1,1,2,1,1,2,1,0,0,11,0
61,1,1,3,12,10,1,1,4,1,1,2,1,0,0,11,1
71,0,1,3,12,14,1,3,3,1,1,1,1,0,0,3,1
42,1,1,1,12,12,1,3,3,1,2,2,1,0,0,11,0
23,0,1,1,12,12,8,2,3,1,1,2,1,4,0,4,0
44,1,1,1,7,10,1,1,1,1,1,2,1,0,0,5,0
63,1,1,8,12,4,1,2,2,1,2,1,1,0,0,11,0
68,0,1,1,12,12,8,1,3,1,2,2,1,0,0,3,0
30,0,1,3,12,12,1,1,4,1,1,2,1,0,0,7,0
82,0,1,2,13,13,1,1,3,1,2,2,1,0,0,7,0
43,0,1,2,12,17,5,2,3,2,1,2,1,0,1,2,0
26,0,1,2,12,9,5,1,1,1,1,2,1,0,0,10,0
57,0,1,6,12,12,5,1,2,1,2,2,1,0,0,1,0
42,0,1,1,13,12,3,3,4,1,1,2,1,0,0,3,0
42,1,1,2,12,12,1,1,1,1,2,2,1,0,0,9,1
74,1,1,6,12,12,1,1,3,1,2,2,1,0,0,7,0
47,1,1,1,12,12,1,2,3,1,1,2,2,0,0,3,0
65,1,1,2,18,12,1,3,4,1,2,2,1,0,0,12,1
37,1,1,4,11,16,3,3,2,1,1,2,1,0,0,2,0
89,1,1,7,12,12,8,3,2,1,2,2,1,0,0,6,0
44,1,1,7,8,14,3,1,3,1,1,2,1,0,0,7,0
77,0,1,2,9,9,1,1,2,1,1,2,1,0,0,6,0
23,1,1,1,14,14,1,1,3,1,1,2,1,0,0,10,0
55,0,1,2,12,12,1,2,4,2,1,2,1,0,0,9,1
37,1,1,3,12,18,1,2,3,2,1,2,1,0,0,11,0
81,0,1,5,6,6,1,3,3,1,2,2,1,0,1,8,0
60,0,1,1,12,12,1,3,3,1,1,2,1,0,0,7,0
54,0,1,5,12,8,5,1,1,1,1,2,1,0,0,5,0
43,1,1,2,12,13,1,2,4,1,2,2,1,0,0,2,1
43,0,2,3,0,3,1,3,1,10,2,1,2,8,4,12,0
21,1,1,2,12,12,5,1,3,1,1,2,1,0,0,4,0
51,0,1,1,12,20,5,3,2,4,1,2,1,0,0,4,1
36,1,1,1,12,14,1,1,3,1,1,2,1,0,0,9,1
69,1,1,1,8,8,1,2,2,2,1,2,1,0,0,10,1
74,1,1,2,12,12,1,2,3,2,1,2,1,0,4,8,1
69,1,1,1,8,12,1,3,2,1,1,2,1,0,1,3,1
34,0,1,2,12,12,1,3,3,4,1,1,1,0,0,6,0
30,0,1,2,12,16,1,3,3,1,1,2,1,0,0,3,1
73,1,1,1,12,12,3,2,3,2,1,2,1,0,2,11,1
34,1,1,1,12,16,2,2,2,2,1,2,1,0,0,3,0
34,1,1,1,14,18,1,3,4,10,1,1,1,1,4,1,1
39,1,1,3,14,15,1,3,3,1,1,2,1,0,0,8,1
34,1,1,1,12,12,1,2,3,2,1,2,1,0,0,5,0
65,0,1,11,7,10,8,1,2,1,1,2,1,0,0,10,0
46,0,1,1,12,12,1,2,3,1,1,2,1,0,0,3,0
37,1,1,7,13,14,3,1,1,1,1,2,1,0,0,5,1
22,1,1,2,12,18,3,3,2,4,1,2,1,0,0,8,0
55,1,1,3,12,12,5,3,1,1,1,2,1,0,0,3,0
59,0,1,3,12,12,1,2,2,2,2,2,1,0,4,6,0
69,1,1,4,20,12,1,3,3,10,2,2,1,0,4,3,1
55,0,1,2,15,12,3,2,3,2,1,2,1,0,2,7,0
78,1,1,4,10,9,1,2,1,2,1,2,1,0,4,10,0
88,0,1,1,10,9,1,1,3,1,1,1,1,2,4,12,1
57,0,1,2,9,9,1,2,1,2,2,2,1,2,4,2,1
41,1,1,3,12,12,1,3,2,4,2,2,1,0,0,3,0
41,0,1,5,12,12,1,2,3,2,2,1,1,0,0,5,0
56,0,1,3,12,11,1,1,4,1,1,1,1,0,1,3,0
28,1,2,8,12,12,5,1,3,1,1,2,1,0,1,2,0
25,0,1,5,20,12,8,3,3,4,1,1,1,0,0,7,0
44,1,1,3,12,13,5,3,1,1,1,2,1,0,0,9,0
34,0,2,7,12,16,1,2,2,1,1,2,1,0,0,8,0
58,1,1,2,18,12,1,3,4,1,1,2,1,0,2,7,1
57,1,2,2,12,12,3,2,2,1,1,2,1,0,0,4,0
68,1,1,5,12,16,0,1,3,1,2,2,1,8,0,4,0
43,1,1,3,18,16,1,2,2,1,2,1,1,0,2,12,1
64,1,1,2,18,12,1,3,2,4,2,2,1,0,1,1,1
43,1,1,2,12,12,3,2,3,2,1,2,1,0,1,2,0
28,0,3,2,13,13,1,3,3,3,2,1,2,8,4,7,1
23,0,1,1,12,12,1,2,2,2,1,2,1,0,0,8,1
51,1,1,1,12,12,1,2,4,1,1,2,1,0,0,5,0
37,0,1,1,12,12,5,2,2,2,1,2,1,0,2,8,0
31,1,1,1,12,10,1,2,3,1,1,1,1,0,0,5,0
44,0,1,1,12,14,1,2,3,2,1,2,1,0,1,5,1
24,1,1,2,10,12,2,3,3,1,1,1,1,0,0,2,0
22,1,1,2,18,16,1,2,4,1,2,1,1,0,0,7,0
22,1,1,1,18,14,1,3,4,1,2,1,1,0,0,1,0
24,1,2,1,14,14,1,3,4,1,1,2,1,0,0,2,1
23,1,1,3,12,12,4,2,3,2,1,2,1,0,2,7,0
40,0,1,1,16,14,1,3,4,4,1,2,1,0,0,11,0
78,0,1,5,12,12,2,2,3,2,1,2,1,0,2,5,0
62,1,1,3,12,12,5,2,3,2,1,2,1,0,0,6,0
55,1,1,1,16,18,3,3,5,4,1,2,1,0,1,12,0
27,1,1,8,12,12,8,3,2,4,1,2,1,0,0,7,0
25,0,3,3,12,13,5,2,1,1,1,2,1,0,2,8,0
52,1,1,2,14,16,1,3,4,4,1,2,1,0,2,11,1
54,1,2,12,12,12,3,1,3,1,1,2,1,0,0,10,0
76,0,1,4,8,6,1,2,3,2,2,2,1,0,2,1,0
52,1,1,1,15,12,1,3,3,1,2,2,1,0,0,8,0
41,1,2,10,12,12,5,2,2,1,2,2,1,0,0,1,1
50,0,1,2,12,12,5,3,2,1,1,2,1,0,0,3,1
43,0,1,2,12,12,1,1,3,1,1,2,1,0,0,5,1
69,1,1,0,12,12,1,3,3,1,1,2,1,0,0,8,0
51,0,1,2,12,10,1,1,3,1,1,2,1,0,0,11,0
74,1,1,1,12,12,1,3,3,1,1,2,1,0,0,11,0
48,0,1,2,12,14,1,1,1,1,1,2,1,2,4,9,0
63,0,1,2,7,11,1,3,3,4,1,1,1,0,0,10,0
59,0,1,1,12,14,1,2,4,1,1,2,1,0,0,10,1
24,1,1,6,12,13,2,1,3,1,1,2,1,0,0,6,1
65,1,1,6,12,12,1,1,2,1,2,2,1,0,0,7,0
63,0,2,8,12,12,5,1,3,1,2,2,1,0,0,4,0
39,0,1,1,12,16,1,2,3,1,1,2,1,0,0,5,1
66,0,2,6,10,11,1,2,1,1,1,2,1,0,0,10,0
38,1,1,0,12,12,1,3,3,1,1,2,1,0,0,1,1
63,0,1,7,8,8,1,1,1,1,1,2,1,0,0,3,1
89,0,1,6,8,12,1,3,2,1,1,2,1,0,0,6,0
63,1,2,13,12,12,1,1,2,1,1,2,1,0,0,5,0
58,1,1,4,12,12,1,3,2,4,1,2,1,0,0,7,0
25,1,1,13,12,12,0,2,2,11,1,2,1,0,3,7,0
51,1,1,5,12,14,1,1,3,1,2,2,1,0,0,2,0
69,0,1,4,12,9,1,3,2,4,2,2,1,0,0,7,0
45,0,1,3,12,12,4,1,3,1,1,2,1,0,0,1,1
58,0,1,8,13,12,1,2,3,2,2,2,1,0,0,8,1
73,0,1,7,12,12,8,2,2,2,1,2,1,0,0,4,0
64,0,1,7,12,10,5,2,1,2,1,2,1,0,0,5,0
35,0,1,1,12,12,1,2,4,1,1,2,1,0,0,7,1
68,1,1,4,8,10,1,3,2,1,1,2,1,0,0,9,0
61,0,1,4,12,11,1,3,3,1,2,1,1,0,0,7,1
86,0,1,1,5,12,1,2,3,2,1,2,1,0,3,7,1
54,1,1,2,12,12,1,2,3,1,1,2,1,0,0,3,0
47,0,1,2,12,16,1,1,3,1,1,2,1,0,0,11,1
65,0,1,6,12,12,5,2,3,2,1,2,1,0,0,8,0
63,1,1,2,12,8,1,2,3,1,1,2,1,0,0,6,1
67,0,1,1,7,12,1,3,3,1,2,2,1,0,1,2,0
64,1,1,4,12,12,4,2,3,2,1,2,1,0,2,4,0
23,0,1,6,13,20,3,1,3,1,1,2,1,0,2,2,0
27,1,2,2,12,12,5,2,3,1,1,2,1,0,0,4,0
26,0,1,8,16,16,1,2,2,2,2,1,1,0,1,8,0
41,1,1,1,12,12,1,2,3,2,2,2,1,0,0,4,0
54,1,1,4,12,12,1,3,2,1,2,2,1,0,0,7,0
86,0,1,3,9,10,1,2,2,2,2,2,1,0,0,5,1
68,0,1,8,12,12,2,1,2,1,1,2,1,0,1,9,0
54,0,1,4,20,12,1,2,5,2,2,1,1,0,2,9,0
51,1,3,6,12,0,1,2,3,2,2,2,2,8,4,5,0
61,1,1,0,12,12,5,2,2,1,1,2,1,3,0,6,0
89,1,1,2,8,12,1,1,3,1,2,1,1,0,2,7,0
54,0,1,2,12,12,1,2,3,1,1,2,1,0,0,7,0
72,1,1,3,12,12,1,1,3,1,1,1,1,0,0,5,1
59,1,1,3,8,12,1,3,3,1,1,2,1,0,0,9,1
31,0,1,6,18,14,1,1,4,1,1,1,1,0,4,11,0
23,0,1,2,12,14,1,2,3,1,1,2,1,0,0,12,0
55,0,1,3,12,14,1,3,3,1,2,2,1,0,0,5,0
34,0,1,1,16,16,1,3,2,1,1,2,1,0,0,3,1
37,0,1,7,10,8,1,2,2,11,1,2,1,0,2,4,0
30,0,1,2,14,16,1,2,4,2,1,2,1,0,0,9,1
33,0,1,1,16,16,1,2,3,1,1,1,1,0,0,2,1
48,1,1,7,12,14,1,2,3,1,1,2,1,0,0,6,1
60,0,1,6,12,12,1,2,2,2,1,2,1,0,2,12,1
47,0,1,7,18,12,1,2,4,2,1,1,1,0,0,12,1
52,0,1,4,10,12,1,2,3,1,1,2,1,0,0,7,0
67,1,1,4,12,8,1,2,3,2,2,2,1,0,0,6,0
29,1,1,2,13,12,4,1,2,1,1,1,1,0,2,2,0
31,0,1,2,12,16,1,1,3,1,1,1,1,0,0,7,0
36,1,1,2,12,14,1,2,3,1,1,2,1,0,0,3,1
64,0,1,4,12,12,1,2,3,1,2,2,1,0,1,7,0
89,0,1,3,8,8,1,1,3,1,1,2,1,0,0,6,1
63,0,1,2,12,12,5,1,3,1,1,2,1,0,0,7,1
24,1,2,7,9,11,1,2,3,1,1,2,1,0,0,9,0
35,0,1,9,12,12,5,3,3,1,1,1,1,0,0,8,0
82,0,1,1,16,12,1,2,3,2,2,2,1,0,0,2,0
66,1,1,6,16,16,1,2,2,2,2,2,1,0,0,7,1
47,0,1,1,14,12,1,2,3,2,1,2,1,0,0,10,1
53,1,2,5,12,12,5,1,1,1,1,2,1,0,0,12,1
70,0,1,2,12,12,5,3,2,1,1,1,1,0,0,9,1
32,0,1,2,16,14,1,2,3,2,1,2,1,0,0,9,1
26,0,1,4,12,12,1,3,2,4,1,2,1,0,0,12,0
35,0,1,4,12,12,1,2,3,2,1,2,1,0,0,8,1
59,1,1,1,12,12,1,3,3,1,1,1,1,0,0,10,1
55,1,1,3,12,18,5,2,3,2,1,1,1,0,4,7,0
41,0,1,1,16,16,1,2,3,1,1,2,1,0,0,6,1
85,1,1,2,12,12,5,3,3,4,1,2,1,0,0,8,1
50,0,3,2,20,20,1,2,3,1,1,2,2,0,0,4,1
56,1,1,6,8,10,1,2,3,2,2,1,1,0,0,1,0
77,1,1,7,10,11,1,2,3,2,2,2,1,0,0,6,0
49,1,1,1,12,12,7,1,3,1,1,2,2,0,0,6,0
57,1,1,5,14,12,4,3,4,1,1,2,1,0,0,5,0
66,1,1,3,12,12,1,3,3,4,1,2,1,0,2,1,0
56,1,2,8,12,12,1,1,3,1,2,2,1,0,0,3,0
55,1,1,2,12,12,1,1,2,1,1,1,1,0,0,6,0
45,1,1,1,14,14,1,1,4,1,1,2,1,0,1,12,1
66,1,1,1,12,12,1,3,2,1,2,2,1,0,0,6,0
60,1,1,2,12,12,1,3,3,1,1,2,1,0,0,6,0
58,0,1,4,12,14,1,3,3,1,1,2,1,0,0,12,0
28,0,1,3,12,12,3,2,2,1,1,2,1,0,0,11,0
45,0,1,2,12,17,1,3,3,4,1,2,1,0,0,6,1
87,0,1,5,6,8,1,1,3,1,1,2,1,0,0,7,0
56,0,1,2,8,12,1,3,3,1,1,2,1,0,0,5,1
24,1,1,2,12,15,3,1,2,1,1,2,1,0,0,12,0
72,0,1,1,12,12,5,1,3,1,2,1,2,0,0,3,0
49,0,2,3,12,13,5,2,2,2,1,2,1,0,0,11,1
25,0,2,6,12,12,5,3,3,4,1,2,1,0,0,9,0
53,1,2,1,12,12,1,2,4,2,1,2,1,0,0,1,0
23,1,2,2,12,12,3,2,3,2,1,2,1,0,0,4,0
23,0,2,4,12,9,7,2,3,2,1,2,1,0,0,11,0
73,0,1,2,11,3,1,1,3,1,2,2,1,0,0,4,0
58,1,1,3,8,8,1,2,1,2,2,1,1,0,0,5,0
85,1,1,0,0,12,1,1,3,1,1,2,1,0,0,3,1
25,1,1,3,12,12,1,2,3,2,1,2,1,0,0,5,0
72,0,1,1,9,14,1,3,3,1,2,2,1,0,0,6,1
70,0,1,2,12,7,1,2,3,2,2,1,1,0,0,11,0
62,0,2,2,12,8,5,2,1,2,1,2,1,0,0,10,0
85,1,2,3,9,8,1,3,3,1,1,2,1,0,0,2,1
39,0,1,4,12,12,5,1,3,1,1,2,1,0,1,1,0
68,1,2,14,7,3,1,2,2,2,2,1,1,0,0,11,0
64,0,1,4,16,12,4,2,2,2,1,1,1,0,0,8,0
75,1,1,4,5,12,1,2,4,2,2,1,1,0,0,5,0
55,1,1,2,12,12,1,2,2,2,2,1,1,0,0,4,0
35,1,2,6,12,12,1,2,3,2,1,2,1,0,0,5,0
24,0,1,4,13,13,3,2,4,2,1,2,1,0,0,9,0
27,1,1,2,12,12,3,1,2,1,1,2,1,0,0,7,0
28,0,1,3,6,6,1,2,2,2,2,1,1,1,2,5,0
61,1,1,1,12,18,1,1,3,1,1,2,1,0,0,10,1
67,0,1,1,19,13,1,3,2,1,1,2,1,0,0,10,0
80,1,1,3,12,12,5,2,2,1,1,2,1,2,0,9,0
86,0,1,1,16,16,1,3,4,1,1,2,1,0,0,9,1
33,0,3,4,9,6,1,2,3,1,1,1,2,2,3,8,0
28,0,1,2,12,12,3,1,3,1,1,2,1,0,0,2,1
30,0,1,4,5,15,0,1,3,1,1,1,1,0,0,1,0
23,0,1,2,18,14,1,1,3,1,1,2,1,0,0,10,0
45,0,3,2,16,16,1,2,3,2,1,1,2,8,3,12,1
77,1,1,1,11,12,1,1,3,1,1,2,1,0,0,6,0
39,0,1,8,12,12,0,3,1,4,2,2,1,0,0,8,0
81,1,1,2,5,5,1,1,3,1,1,2,1,0,0,9,0
32,0,3,6,12,12,0,3,2,4,1,1,1,7,0,8,0
34,1,1,5,12,8,5,2,2,2,1,2,1,0,1,6,0
39,0,1,1,11,18,1,1,2,1,1,2,1,0,0,8,0
59,0,3,4,3,1,1,2,1,2,2,1,1,0,1,3,0
49,1,3,4,5,5,1,1,1,1,1,1,1,0,0,4,1
84,1,1,2,12,16,1,2,2,1,1,2,1,0,0,9,1
24,0,1,5,11,11,8,3,3,4,1,2,1,0,0,9,0
52,1,3,16,16,6,8,2,2,2,1,1,1,8,4,4,0
36,0,1,2,7,15,1,1,3,1,1,2,1,0,0,12,0
30,0,3,4,12,0,5,3,1,4,2,2,2,8,4,9,0
67,0,2,7,12,12,1,1,3,1,1,2,1,0,0,6,0
53,0,2,3,12,12,1,1,3,1,1,2,1,0,0,10,0
49,0,1,3,12,12,5,1,3,1,1,2,1,0,0,6,0
24,0,2,3,11,10,1,1,3,1,1,2,1,0,0,1,0
72,0,3,11,12,12,1,2,3,2,2,1,1,0,3,4,0
54,0,1,7,2,1,1,2,3,2,1,1,2,8,4,7,0
21,1,3,4,3,12,8,2,2,2,2,1,1,0,3,9,0
34,1,3,2,12,12,1,2,3,2,2,1,1,0,0,1,0
60,0,1,2,12,12,1,1,2,1,2,2,1,0,2,5,0
25,0,1,6,12,12,4,1,2,1,1,2,1,0,0,5,0
53,0,3,7,4,4,1,2,3,2,2,1,2,8,4,12,0
33,1,1,1,12,12,1,1,3,1,1,2,1,0,0,10,0
30,0,3,3,16,15,8,2,3,2,2,1,1,0,0,1,0
43,1,3,12,12,12,1,2,3,2,1,1,1,8,4,7,0
27,1,3,8,12,12,5,2,3,2,1,1,1,0,0,11,0
57,1,2,4,12,12,5,1,2,1,1,1,1,0,0,6,0
43,0,3,4,12,3,5,2,2,2,1,1,1,1,2,7,0
49,0,3,7,12,12,5,2,3,2,1,2,2,8,4,5,0
61,0,1,3,10,12,2,1,2,1,1,2,1,0,0,10,0
39,1,3,4,14,10,3,3,2,4,1,2,1,0,0,6,0
54,0,1,0,9,14,8,1,3,1,1,2,1,0,0,2,0
55,0,3,7,12,12,1,2,3,2,2,2,2,8,4,12,0
54,1,2,4,10,12,2,1,3,1,1,2,1,0,0,3,0
49,1,3,2,9,4,1,2,2,2,2,1,1,0,0,8,0
77,0,2,8,12,12,1,1,3,1,2,2,1,0,0,2,0
80,0,1,10,5,5,1,2,3,2,2,2,2,8,4,3,0
43,1,1,4,12,8,1,2,2,2,2,1,2,8,4,8,0
45,0,3,5,3,5,1,1,3,1,1,2,2,8,4,2,0
33,1,2,3,12,12,8,2,3,1,1,2,1,0,0,4,0
51,1,1,2,12,12,1,1,3,1,2,2,1,0,0,10,0
34,0,1,6,12,7,5,2,3,1,1,2,1,0,0,3,0
28,1,1,3,12,12,4,2,2,1,1,2,1,0,0,1,1
35,0,1,1,16,16,1,1,3,1,1,2,1,0,1,4,0
61,1,1,4,18,12,1,2,3,2,1,1,2,8,4,12,1
35,0,1,2,16,18,1,2,3,2,1,1,1,0,2,1,1
66,0,1,2,12,13,1,3,2,4,1,2,1,0,0,12,0
43,1,1,0,16,5,1,1,3,1,2,1,2,8,4,4,0
60,1,1,2,20,18,1,3,3,3,2,1,1,0,4,12,1
64,0,1,2,14,12,3,3,3,1,1,2,1,0,0,4,0
34,1,3,6,12,12,5,1,2,1,2,1,1,0,0,7,0
60,1,1,3,10,12,1,2,2,2,2,1,1,0,2,5,0
34,1,1,1,14,14,1,2,3,2,1,2,1,0,0,5,0
31,0,1,2,12,12,5,2,3,2,1,2,1,0,0,9,0
24,1,1,3,16,12,8,2,3,2,2,1,1,1,2,12,0
64,0,3,5,8,8,1,3,2,4,1,1,1,0,0,7,1
38,0,1,1,12,12,5,2,2,1,1,1,1,0,0,4,0
56,1,1,3,10,12,1,2,2,2,1,1,1,0,2,11,0
60,0,1,6,6,12,1,2,3,2,1,2,1,0,0,3,1
27,1,1,1,12,18,8,2,5,1,1,2,1,0,0,6,0
25,0,1,2,14,12,4,2,3,2,1,2,1,0,0,1,0
38,1,3,2,5,12,1,2,3,2,1,1,1,1,2,5,0
71,0,3,3,8,12,1,3,3,1,1,2,1,0,2,5,1
73,1,1,1,12,12,5,2,2,2,1,2,1,0,1,11,0
61,0,1,2,12,10,5,3,2,3,2,1,1,0,4,8,1
30,0,1,3,3,6,1,3,2,4,2,2,2,8,4,10,0
66,0,1,9,12,11,7,2,2,2,1,1,1,1,3,7,1
53,0,1,3,12,15,1,1,4,1,1,2,1,0,2,5,0
41,1,1,2,20,16,1,2,4,1,2,1,1,0,0,8,1
56,0,1,3,16,16,1,3,4,1,1,2,1,0,2,7,1
26,0,1,1,20,16,1,2,1,2,2,1,1,0,0,5,1
39,1,1,3,12,10,1,2,1,1,1,1,1,0,3,9,1
60,0,1,4,16,16,1,2,4,2,2,1,1,0,2,5,1
56,1,1,4,19,18,1,3,3,1,1,2,1,0,0,2,1
62,0,1,2,16,18,1,3,4,1,1,2,1,0,0,9,1
48,0,1,1,12,16,5,3,1,4,1,2,1,0,0,9,0
44,0,1,6,13,15,1,1,2,1,2,2,1,0,0,6,1
55,1,1,4,12,12,1,2,4,2,1,2,1,0,0,7,1
21,1,1,1,20,16,1,3,4,3,2,1,1,0,1,2,0
24,1,1,2,16,16,1,3,4,3,1,1,1,0,3,5,1
36,1,1,4,15,14,3,1,3,1,1,1,1,0,0,4,0
29,1,1,2,16,16,2,2,2,2,1,2,1,0,2,7,1
66,0,3,6,8,8,8,1,3,1,1,1,1,0,0,2,0
33,0,1,2,18,16,1,1,3,1,1,2,1,0,0,5,1
58,1,1,3,12,12,4,1,5,1,1,1,1,0,4,11,0
76,0,1,3,12,7,1,1,3,1,1,2,1,8,4,6,0
